"agency_cd","site_no","Date","Flow","Flow_cd","Year","Month","Day","WaterYear"
"USGS","07288500",2010-04-22,32.8,"A",2010,4,22,"2010"
"USGS","07288500",2010-04-23,36.1,"A",2010,4,23,"2010"
"USGS","07288500",2010-04-24,94.5,"A",2010,4,24,"2010"
"USGS","07288500",2010-04-25,213,"A",2010,4,25,"2010"
"USGS","07288500",2010-04-26,1270,"A",2010,4,26,"2010"
"USGS","07288500",2010-04-27,1960,"A",2010,4,27,"2010"
"USGS","07288500",2010-04-28,2280,"A",2010,4,28,"2010"
"USGS","07288500",2010-04-29,2310,"A",2010,4,29,"2010"
"USGS","07288500",2010-04-30,2120,"A",2010,4,30,"2010"
"USGS","07288500",2010-05-01,1690,"A",2010,5,1,"2010"
"USGS","07288500",2010-05-02,1810,"A",2010,5,2,"2010"
"USGS","07288500",2010-05-03,2510,"A",2010,5,3,"2010"
"USGS","07288500",2010-05-04,2390,"A",2010,5,4,"2010"
"USGS","07288500",2010-05-05,1900,"A",2010,5,5,"2010"
"USGS","07288500",2010-05-06,1260,"A",2010,5,6,"2010"
"USGS","07288500",2010-05-07,720,"A",2010,5,7,"2010"
"USGS","07288500",2010-05-08,385,"A",2010,5,8,"2010"
"USGS","07288500",2010-05-09,212,"A",2010,5,9,"2010"
"USGS","07288500",2010-05-10,133,"A",2010,5,10,"2010"
"USGS","07288500",2010-05-11,104,"A",2010,5,11,"2010"
"USGS","07288500",2010-05-12,102,"A",2010,5,12,"2010"
"USGS","07288500",2010-05-13,117,"A",2010,5,13,"2010"
"USGS","07288500",2010-05-14,119,"A",2010,5,14,"2010"
"USGS","07288500",2010-05-15,109,"A",2010,5,15,"2010"
"USGS","07288500",2010-05-16,103,"A",2010,5,16,"2010"
"USGS","07288500",2010-05-17,189,"A",2010,5,17,"2010"
"USGS","07288500",2010-05-18,402,"A",2010,5,18,"2010"
"USGS","07288500",2010-05-19,467,"A",2010,5,19,"2010"
"USGS","07288500",2010-05-20,419,"A",2010,5,20,"2010"
"USGS","07288500",2010-05-21,378,"A",2010,5,21,"2010"
"USGS","07288500",2010-05-22,679,"A",2010,5,22,"2010"
"USGS","07288500",2010-05-23,743,"A",2010,5,23,"2010"
"USGS","07288500",2010-05-24,514,"A",2010,5,24,"2010"
"USGS","07288500",2010-05-25,313,"A",2010,5,25,"2010"
"USGS","07288500",2010-05-26,200,"A",2010,5,26,"2010"
"USGS","07288500",2010-05-27,162,"A",2010,5,27,"2010"
"USGS","07288500",2010-05-28,340,"A",2010,5,28,"2010"
"USGS","07288500",2010-05-29,457,"A",2010,5,29,"2010"
"USGS","07288500",2010-05-30,385,"A",2010,5,30,"2010"
"USGS","07288500",2010-05-31,269,"A",2010,5,31,"2010"
"USGS","07288500",2010-06-01,209,"A",2010,6,1,"2010"
"USGS","07288500",2010-06-02,196,"A",2010,6,2,"2010"
"USGS","07288500",2010-06-03,190,"A",2010,6,3,"2010"
"USGS","07288500",2010-06-04,204,"A",2010,6,4,"2010"
"USGS","07288500",2010-06-05,258,"A",2010,6,5,"2010"
"USGS","07288500",2010-06-06,371,"A",2010,6,6,"2010"
"USGS","07288500",2010-06-07,528,"A",2010,6,7,"2010"
"USGS","07288500",2010-06-08,517,"A",2010,6,8,"2010"
"USGS","07288500",2010-06-09,415,"A",2010,6,9,"2010"
"USGS","07288500",2010-06-10,335,"A",2010,6,10,"2010"
"USGS","07288500",2010-06-11,289,"A",2010,6,11,"2010"
"USGS","07288500",2010-06-12,302,"A",2010,6,12,"2010"
"USGS","07288500",2010-06-13,304,"A",2010,6,13,"2010"
"USGS","07288500",2010-06-14,288,"A",2010,6,14,"2010"
"USGS","07288500",2010-06-15,275,"A",2010,6,15,"2010"
"USGS","07288500",2010-06-16,279,"A",2010,6,16,"2010"
"USGS","07288500",2010-06-17,283,"A",2010,6,17,"2010"
"USGS","07288500",2010-06-18,316,"A",2010,6,18,"2010"
"USGS","07288500",2010-06-19,358,"A",2010,6,19,"2010"
"USGS","07288500",2010-06-20,345,"A",2010,6,20,"2010"
"USGS","07288500",2010-06-21,323,"A",2010,6,21,"2010"
"USGS","07288500",2010-06-22,318,"A",2010,6,22,"2010"
"USGS","07288500",2010-06-23,314,"A",2010,6,23,"2010"
"USGS","07288500",2010-06-24,330,"A",2010,6,24,"2010"
"USGS","07288500",2010-06-25,352,"A",2010,6,25,"2010"
"USGS","07288500",2010-06-26,377,"A",2010,6,26,"2010"
"USGS","07288500",2010-06-27,406,"A",2010,6,27,"2010"
"USGS","07288500",2010-06-28,443,"A",2010,6,28,"2010"
"USGS","07288500",2010-06-29,569,"A",2010,6,29,"2010"
"USGS","07288500",2010-06-30,931,"A",2010,6,30,"2010"
"USGS","07288500",2010-07-01,1310,"A",2010,7,1,"2010"
"USGS","07288500",2010-07-02,1160,"A",2010,7,2,"2010"
"USGS","07288500",2010-07-03,831,"A",2010,7,3,"2010"
"USGS","07288500",2010-07-04,558,"A",2010,7,4,"2010"
"USGS","07288500",2010-07-05,400,"A",2010,7,5,"2010"
"USGS","07288500",2010-07-06,326,"A",2010,7,6,"2010"
"USGS","07288500",2010-07-07,333,"A",2010,7,7,"2010"
"USGS","07288500",2010-07-08,421,"A",2010,7,8,"2010"
"USGS","07288500",2010-07-09,517,"A",2010,7,9,"2010"
"USGS","07288500",2010-07-10,592,"A",2010,7,10,"2010"
"USGS","07288500",2010-07-11,546,"A",2010,7,11,"2010"
"USGS","07288500",2010-07-12,539,"A",2010,7,12,"2010"
"USGS","07288500",2010-07-13,522,"A",2010,7,13,"2010"
"USGS","07288500",2010-07-14,451,"A",2010,7,14,"2010"
"USGS","07288500",2010-07-15,379,"A",2010,7,15,"2010"
"USGS","07288500",2010-07-16,353,"A",2010,7,16,"2010"
"USGS","07288500",2010-07-17,416,"A",2010,7,17,"2010"
"USGS","07288500",2010-07-18,588,"A",2010,7,18,"2010"
"USGS","07288500",2010-07-19,629,"A",2010,7,19,"2010"
"USGS","07288500",2010-07-20,563,"A",2010,7,20,"2010"
"USGS","07288500",2010-07-21,453,"A",2010,7,21,"2010"
"USGS","07288500",2010-07-22,366,"A",2010,7,22,"2010"
"USGS","07288500",2010-07-23,319,"A",2010,7,23,"2010"
"USGS","07288500",2010-07-24,309,"A",2010,7,24,"2010"
"USGS","07288500",2010-07-25,321,"A",2010,7,25,"2010"
"USGS","07288500",2010-07-26,358,"A",2010,7,26,"2010"
"USGS","07288500",2010-07-27,402,"A",2010,7,27,"2010"
"USGS","07288500",2010-07-28,637,"A",2010,7,28,"2010"
"USGS","07288500",2010-07-29,901,"A",2010,7,29,"2010"
"USGS","07288500",2010-07-30,905,"A",2010,7,30,"2010"
"USGS","07288500",2010-07-31,747,"A",2010,7,31,"2010"
"USGS","07288500",2010-08-01,550,"A",2010,8,1,"2010"
"USGS","07288500",2010-08-02,401,"A",2010,8,2,"2010"
"USGS","07288500",2010-08-03,313,"A",2010,8,3,"2010"
"USGS","07288500",2010-08-04,276,"A",2010,8,4,"2010"
"USGS","07288500",2010-08-05,276,"A",2010,8,5,"2010"
"USGS","07288500",2010-08-06,318,"A",2010,8,6,"2010"
"USGS","07288500",2010-08-07,480,"A",2010,8,7,"2010"
"USGS","07288500",2010-08-08,855,"A",2010,8,8,"2010"
"USGS","07288500",2010-08-09,1340,"A",2010,8,9,"2010"
"USGS","07288500",2010-08-10,1540,"A",2010,8,10,"2010"
"USGS","07288500",2010-08-11,1480,"A",2010,8,11,"2010"
"USGS","07288500",2010-08-12,1260,"A",2010,8,12,"2010"
"USGS","07288500",2010-08-13,965,"A",2010,8,13,"2010"
"USGS","07288500",2010-08-14,687,"A",2010,8,14,"2010"
"USGS","07288500",2010-08-15,490,"A",2010,8,15,"2010"
"USGS","07288500",2010-08-16,358,"A",2010,8,16,"2010"
"USGS","07288500",2010-08-17,304,"A",2010,8,17,"2010"
"USGS","07288500",2010-08-18,276,"A",2010,8,18,"2010"
"USGS","07288500",2010-08-19,277,"A",2010,8,19,"2010"
"USGS","07288500",2010-08-20,338,"A",2010,8,20,"2010"
"USGS","07288500",2010-08-21,370,"A",2010,8,21,"2010"
"USGS","07288500",2010-08-22,337,"A",2010,8,22,"2010"
"USGS","07288500",2010-08-23,277,"A",2010,8,23,"2010"
"USGS","07288500",2010-08-24,216,"A",2010,8,24,"2010"
"USGS","07288500",2010-08-25,176,"A",2010,8,25,"2010"
"USGS","07288500",2010-08-26,149,"A",2010,8,26,"2010"
"USGS","07288500",2010-08-27,129,"A",2010,8,27,"2010"
"USGS","07288500",2010-08-28,121,"A",2010,8,28,"2010"
"USGS","07288500",2010-08-29,120,"A",2010,8,29,"2010"
"USGS","07288500",2010-08-30,185,"A",2010,8,30,"2010"
"USGS","07288500",2010-08-31,443,"A",2010,8,31,"2010"
"USGS","07288500",2010-09-01,511,"A",2010,9,1,"2010"
"USGS","07288500",2010-09-02,384,"A",2010,9,2,"2010"
"USGS","07288500",2010-09-03,239,"A",2010,9,3,"2010"
"USGS","07288500",2010-09-04,144,"A",2010,9,4,"2010"
"USGS","07288500",2010-09-05,94.5,"A",2010,9,5,"2010"
"USGS","07288500",2010-09-06,70.1,"A",2010,9,6,"2010"
"USGS","07288500",2010-09-07,62,"A",2010,9,7,"2010"
"USGS","07288500",2010-09-08,95.1,"A",2010,9,8,"2010"
"USGS","07288500",2010-09-09,382,"A",2010,9,9,"2010"
"USGS","07288500",2010-09-10,512,"A",2010,9,10,"2010"
"USGS","07288500",2010-09-11,469,"A",2010,9,11,"2010"
"USGS","07288500",2010-09-12,341,"A",2010,9,12,"2010"
"USGS","07288500",2010-09-13,224,"A",2010,9,13,"2010"
"USGS","07288500",2010-09-14,142,"A",2010,9,14,"2010"
"USGS","07288500",2010-09-15,93,"A",2010,9,15,"2010"
"USGS","07288500",2010-09-16,72.1,"A",2010,9,16,"2010"
"USGS","07288500",2010-09-17,61.4,"A",2010,9,17,"2010"
"USGS","07288500",2010-09-18,50.2,"A",2010,9,18,"2010"
"USGS","07288500",2010-09-19,42.3,"A",2010,9,19,"2010"
"USGS","07288500",2010-09-20,39.6,"A",2010,9,20,"2010"
"USGS","07288500",2010-09-21,35.8,"A",2010,9,21,"2010"
"USGS","07288500",2010-09-22,32,"A",2010,9,22,"2010"
"USGS","07288500",2010-09-23,31.2,"A",2010,9,23,"2010"
"USGS","07288500",2010-09-24,30.4,"A",2010,9,24,"2010"
"USGS","07288500",2010-09-25,28.1,"A",2010,9,25,"2010"
"USGS","07288500",2010-09-26,25.8,"A",2010,9,26,"2010"
"USGS","07288500",2010-09-27,26.5,"A",2010,9,27,"2010"
"USGS","07288500",2010-09-28,36.4,"A",2010,9,28,"2010"
"USGS","07288500",2010-09-29,38.1,"A",2010,9,29,"2010"
"USGS","07288500",2010-09-30,35.2,"A",2010,9,30,"2010"
"USGS","07288500",2010-10-01,29.2,"A",2010,10,1,"2011"
"USGS","07288500",2010-10-02,26.2,"A",2010,10,2,"2011"
"USGS","07288500",2010-10-03,25,"A",2010,10,3,"2011"
"USGS","07288500",2010-10-04,23.7,"A",2010,10,4,"2011"
"USGS","07288500",2010-10-05,21.3,"A",2010,10,5,"2011"
"USGS","07288500",2010-10-06,20.1,"A",2010,10,6,"2011"
"USGS","07288500",2010-10-07,21.7,"A",2010,10,7,"2011"
"USGS","07288500",2010-10-08,23.9,"A",2010,10,8,"2011"
"USGS","07288500",2010-10-09,25.9,"A",2010,10,9,"2011"
"USGS","07288500",2010-10-10,26.5,"A",2010,10,10,"2011"
"USGS","07288500",2010-10-11,26.7,"A",2010,10,11,"2011"
"USGS","07288500",2010-10-12,27.4,"A",2010,10,12,"2011"
"USGS","07288500",2010-10-13,30.6,"A",2010,10,13,"2011"
"USGS","07288500",2010-10-14,31.2,"A",2010,10,14,"2011"
"USGS","07288500",2010-10-15,31.1,"A",2010,10,15,"2011"
"USGS","07288500",2010-10-16,30.1,"A",2010,10,16,"2011"
"USGS","07288500",2010-10-17,30.3,"A",2010,10,17,"2011"
"USGS","07288500",2010-10-18,30.2,"A",2010,10,18,"2011"
"USGS","07288500",2010-10-19,29.7,"A",2010,10,19,"2011"
"USGS","07288500",2010-10-20,28.9,"A",2010,10,20,"2011"
"USGS","07288500",2010-10-21,27.8,"A",2010,10,21,"2011"
"USGS","07288500",2010-10-22,27.2,"A",2010,10,22,"2011"
"USGS","07288500",2010-10-23,27.1,"A",2010,10,23,"2011"
"USGS","07288500",2010-10-24,28,"A",2010,10,24,"2011"
"USGS","07288500",2010-10-25,34,"A e",2010,10,25,"2011"
"USGS","07288500",2010-10-26,86,"A e",2010,10,26,"2011"
"USGS","07288500",2010-10-27,101,"A",2010,10,27,"2011"
"USGS","07288500",2010-10-28,63.8,"A",2010,10,28,"2011"
"USGS","07288500",2010-10-29,55.8,"A",2010,10,29,"2011"
"USGS","07288500",2010-10-30,44.8,"A",2010,10,30,"2011"
"USGS","07288500",2010-10-31,36.1,"A",2010,10,31,"2011"
"USGS","07288500",2010-11-01,31.6,"A",2010,11,1,"2011"
"USGS","07288500",2010-11-02,178,"A",2010,11,2,"2011"
"USGS","07288500",2010-11-03,1470,"A",2010,11,3,"2011"
"USGS","07288500",2010-11-04,1740,"A",2010,11,4,"2011"
"USGS","07288500",2010-11-05,1440,"A",2010,11,5,"2011"
"USGS","07288500",2010-11-06,973,"A",2010,11,6,"2011"
"USGS","07288500",2010-11-07,557,"A",2010,11,7,"2011"
"USGS","07288500",2010-11-08,296,"A",2010,11,8,"2011"
"USGS","07288500",2010-11-09,151,"A",2010,11,9,"2011"
"USGS","07288500",2010-11-10,82.8,"A",2010,11,10,"2011"
"USGS","07288500",2010-11-11,55,"A",2010,11,11,"2011"
"USGS","07288500",2010-11-12,42.7,"A",2010,11,12,"2011"
"USGS","07288500",2010-11-13,36.3,"A",2010,11,13,"2011"
"USGS","07288500",2010-11-14,32.5,"A",2010,11,14,"2011"
"USGS","07288500",2010-11-15,29.8,"A",2010,11,15,"2011"
"USGS","07288500",2010-11-16,32.1,"A",2010,11,16,"2011"
"USGS","07288500",2010-11-17,29.9,"A",2010,11,17,"2011"
